,index,ID,Position_x,FullName_x,Link,FirstName,LastName,PrimaryNumber,BirthDate,BirthCity,BirthProvState,BirthCountry,Nationality,Height,Weight,Active,Rookie,RosterStatus,TOI20052006,A20052006,G20052006,P20052006,PIM20052006,Shots20052006,Games20052006,Hits20052006,PPG20052006,PPP20052006,PPTOI20052006,EVTOI20052006,PIM220052006,FaceOffPCT20052006,ShtPercent20052006,GWG20052006,OTG20052006,SHG20052006,SHP20052006,SHTOI20052006,Blocks20052006,PlusMinus20052006,Pts20052006,Shifts20052006,TOIperGame20052006,EVTOIperGame20052006,SHTOIperGame20052006,PPTOIperGame20052006,Position_y,FullName_y,TOI20062007,A20062007,G20062007,P20062007,PIM20062007,Shots20062007,Games20062007,Hits20062007,PPG20062007,PPP20062007,PPTOI20062007,EVTOI20062007,PIM220062007,FaceOffPCT20062007,ShtPercent20062007,GWG20062007,OTG20062007,SHG20062007,SHP20062007,SHTOI20062007,Blocks20062007,PlusMinus20062007,Pts20062007,Shifts20062007,TOIperGame20062007,EVTOIperGame20062007,SHTOIperGame20062007,PPTOIperGame20062007,TOI20072008,A20072008,G20072008,P20072008,PIM20072008,Shots20072008,Games20072008,Hits20072008,PPG20072008,PPP20072008,PPTOI20072008,EVTOI20072008,PIM220072008,FaceOffPCT20072008,ShtPercent20072008,GWG20072008,OTG20072008,SHG20072008,SHP20072008,SHTOI20072008,Blocks20072008,PlusMinus20072008,Pts20072008,Shifts20072008,TOIperGame20072008,EVTOIperGame20072008,SHTOIperGame20072008,PPTOIperGame20072008,TOI20082009,A20082009,G20082009,P20082009,PIM20082009,Shots20082009,Games20082009,Hits20082009,PPG20082009,PPP20082009,PPTOI20082009,EVTOI20082009,PIM220082009,FaceOffPCT20082009,ShtPercent20082009,GWG20082009,OTG20082009,SHG20082009,SHP20082009,SHTOI20082009,Blocks20082009,PlusMinus20082009,Pts20082009,Shifts20082009,TOIperGame20082009,EVTOIperGame20082009,SHTOIperGame20082009,PPTOIperGame20082009,TOI20092010,A20092010,G20092010,P20092010,PIM20092010,Shots20092010,Games20092010,Hits20092010,PPG20092010,PPP20092010,PPTOI20092010,EVTOI20092010,PIM220092010,FaceOffPCT20092010,ShtPercent20092010,GWG20092010,OTG20092010,SHG20092010,SHP20092010,SHTOI20092010,Blocks20092010,PlusMinus20092010,Pts20092010,Shifts20092010,TOIperGame20092010,EVTOIperGame20092010,SHTOIperGame20092010,PPTOIperGame20092010,TOI20102011,A20102011,G20102011,P20102011,PIM20102011,Shots20102011,Games20102011,Hits20102011,PPG20102011,PPP20102011,PPTOI20102011,EVTOI20102011,PIM220102011,FaceOffPCT20102011,ShtPercent20102011,GWG20102011,OTG20102011,SHG20102011,SHP20102011,SHTOI20102011,Blocks20102011,PlusMinus20102011,Pts20102011,Shifts20102011,TOIperGame20102011,EVTOIperGame20102011,SHTOIperGame20102011,PPTOIperGame20102011,TOI20112012,A20112012,G20112012,P20112012,PIM20112012,Shots20112012,Games20112012,Hits20112012,PPG20112012,PPP20112012,PPTOI20112012,EVTOI20112012,PIM220112012,FaceOffPCT20112012,ShtPercent20112012,GWG20112012,OTG20112012,SHG20112012,SHP20112012,SHTOI20112012,Blocks20112012,PlusMinus20112012,Pts20112012,Shifts20112012,TOIperGame20112012,EVTOIperGame20112012,SHTOIperGame20112012,PPTOIperGame20112012,TOI20122013,A20122013,G20122013,P20122013,PIM20122013,Shots20122013,Games20122013,Hits20122013,PPG20122013,PPP20122013,PPTOI20122013,EVTOI20122013,PIM220122013,FaceOffPCT20122013,ShtPercent20122013,GWG20122013,OTG20122013,SHG20122013,SHP20122013,SHTOI20122013,Blocks20122013,PlusMinus20122013,Pts20122013,Shifts20122013,TOIperGame20122013,EVTOIperGame20122013,SHTOIperGame20122013,PPTOIperGame20122013,TOI20132014,A20132014,G20132014,P20132014,PIM20132014,Shots20132014,Games20132014,Hits20132014,PPG20132014,PPP20132014,PPTOI20132014,EVTOI20132014,PIM220132014,FaceOffPCT20132014,ShtPercent20132014,GWG20132014,OTG20132014,SHG20132014,SHP20132014,SHTOI20132014,Blocks20132014,PlusMinus20132014,Pts20132014,Shifts20132014,TOIperGame20132014,EVTOIperGame20132014,SHTOIperGame20132014,PPTOIperGame20132014,TOI20142015,A20142015,G20142015,P20142015,PIM20142015,Shots20142015,Games20142015,Hits20142015,PPG20142015,PPP20142015,PPTOI20142015,EVTOI20142015,PIM220142015,FaceOffPCT20142015,ShtPercent20142015,GWG20142015,OTG20142015,SHG20142015,SHP20142015,SHTOI20142015,Blocks20142015,PlusMinus20142015,Pts20142015,Shifts20142015,TOIperGame20142015,EVTOIperGame20142015,SHTOIperGame20142015,PPTOIperGame20142015,TOI20152016,A20152016,G20152016,P20152016,PIM20152016,Shots20152016,Games20152016,Hits20152016,PPG20152016,PPP20152016,PPTOI20152016,EVTOI20152016,PIM220152016,FaceOffPCT20152016,ShtPercent20152016,GWG20152016,OTG20152016,SHG20152016,SHP20152016,SHTOI20152016,Blocks20152016,PlusMinus20152016,Pts20152016,Shifts20152016,TOIperGame20152016,EVTOIperGame20152016,SHTOIperGame20152016,PPTOIperGame20152016,TOI20162017,A20162017,G20162017,P20162017,PIM20162017,Shots20162017,Games20162017,Hits20162017,PPG20162017,PPP20162017,PPTOI20162017,EVTOI20162017,PIM220162017,FaceOffPCT20162017,ShtPercent20162017,GWG20162017,OTG20162017,SHG20162017,SHP20162017,SHTOI20162017,Blocks20162017,PlusMinus20162017,Pts20162017,Shifts20162017,TOIperGame20162017,EVTOIperGame20162017,SHTOIperGame20162017,PPTOIperGame20162017,TOI20172018,A20172018,G20172018,P20172018,PIM20172018,Shots20172018,Games20172018,Hits20172018,PPG20172018,PPP20172018,PPTOI20172018,EVTOI20172018,PIM220172018,FaceOffPCT20172018,ShtPercent20172018,GWG20172018,OTG20172018,SHG20172018,SHP20172018,SHTOI20172018,Blocks20172018,PlusMinus20172018,Pts20172018,Shifts20172018,TOIperGame20172018,EVTOIperGame20172018,SHTOIperGame20172018,PPTOIperGame20172018,TOI20182019,A20182019,G20182019,P20182019,PIM20182019,Shots20182019,Games20182019,Hits20182019,PPG20182019,PPP20182019,PPTOI20182019,EVTOI20182019,PIM220182019,FaceOffPCT20182019,ShtPercent20182019,GWG20182019,OTG20182019,SHG20182019,SHP20182019,SHTOI20182019,Blocks20182019,PlusMinus20182019,Pts20182019,Shifts20182019,TOIperGame20182019,EVTOIperGame20182019,SHTOIperGame20182019,PPTOIperGame20182019,TOI20192020,A20192020,G20192020,P20192020,PIM20192020,Shots20192020,Games20192020,Hits20192020,PPG20192020,PPP20192020,PPTOI20192020,EVTOI20192020,PIM220192020,FaceOffPCT20192020,ShtPercent20192020,GWG20192020,OTG20192020,SHG20192020,SHP20192020,SHTOI20192020,Blocks20192020,PlusMinus20192020,Pts20192020,Shifts20192020,TOIperGame20192020,EVTOIperGame20192020,SHTOIperGame20192020,PPTOIperGame20192020
0,0,8444919,D,Tommy Albelin,/api/v1/people/8444919,Tommy,Albelin,6,1964-05-21,Stockholm,,SWE,SWE,"6' 2""",195,False,False,Y,503:20,6.0,0.0,6.0,2.0,15.0,36.0,2.0,0.0,1.0,23:35,461:19,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18:26,34.0,4.0,6.0,714.0,13:58,12:48,00:30,00:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,8449654,R,Alexander Mogilny,/api/v1/people/8449654,Alexander,Mogilny,89,1969-02-18,Khabarovsk,,RUS,RUS,"6' 0""",210,False,False,N,549:19,13.0,12.0,25.0,6.0,93.0,34.0,14.0,7.0,10.0,148:56,396:00,6.0,40.0,12.9,3.0,0.0,0.0,0.0,04:23,5.0,-7.0,25.0,683.0,16:09,11:38,00:07,04:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,8456850,D,Ken Klee,/api/v1/people/8456850,Ken,Klee,2,1971-04-24,Indianapolis,IN,USA,USA,"6' 1""",210,False,False,Y,1393:01,12.0,3.0,15.0,80.0,70.0,74.0,113.0,1.0,4.0,141:52,1022:26,80.0,0.0,4.29,1.0,1.0,0.0,1.0,228:43,106.0,-4.0,15.0,1819.0,18:49,13:49,03:05,01:55,D,Ken Klee,1671:14,16.0,3.0,19.0,68.0,90.0,81.0,107.0,0.0,0.0,102:01,1326:43,68.0,0.0,3.33,0.0,0.0,0.0,1.0,242:30,155.0,18.0,19.0,2575.0,20:37,16:22,02:59,01:15,1443:20,9.0,1.0,10.0,60.0,56.0,72.0,78.0,0.0,0.0,13:46,1240:56,60.0,0.0,1.79,0.0,0.0,0.0,1.0,188:38,136.0,-5.0,10.0,1846.0,20:02,17:14,02:37,00:11,1096:12,10.0,1.0,11.0,28.0,51.0,71.0,102.0,0.0,0.0,07:49,956:20,28.0,0.0,1.96,0.0,0.0,0.0,0.0,132:03,105.0,9.0,11.0,1619.0,15:26,13:28,01:51,00:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,8457191,D,Vladimir Malakhov,/api/v1/people/8457191,Vladimir,Malakhov,2,1968-08-30,Sverdlovskurg,,RUS,RUS,"6' 4""",230,False,False,N,601:14,5.0,4.0,9.0,26.0,43.0,29.0,25.0,3.0,5.0,132:49,380:57,26.0,0.0,9.3,0.0,0.0,0.0,0.0,87:28,25.0,-9.0,9.0,758.0,20:43,13:08,03:00,04:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,8458522,D,Richard Matvichuk,/api/v1/people/8458522,Richard,Matvichuk,24,1973-02-05,Edmonton,AB,CAN,CAN,"6' 3""",210,False,False,N,1129:41,10.0,1.0,11.0,40.0,43.0,62.0,81.0,0.0,0.0,18:14,940:17,40.0,0.0,2.33,0.0,0.0,0.0,0.0,171:10,127.0,2.0,11.0,1551.0,18:13,15:09,02:45,00:17,D,Richard Matvichuk,12:45,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,00:00,12:45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,-1.0,0.0,18.0,12:45,12:45,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,8458959,R,Grant Marshall,/api/v1/people/8458959,Grant,Marshall,49,1973-06-09,Mississauga,ON,CAN,CAN,"6' 1""",200,False,False,N,960:04,17.0,8.0,25.0,70.0,89.0,76.0,111.0,4.0,7.0,113:57,843:03,70.0,25.0,8.99,3.0,0.0,0.0,0.0,03:04,15.0,-18.0,25.0,1302.0,12:37,11:05,00:02,01:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,8458978,L,Sergei Brylin,/api/v1/people/8458978,Sergei,Brylin,18,1974-01-13,Moscow,,RUS,RUS,"5' 10""",190,False,False,Y,1289:56,22.0,15.0,37.0,46.0,126.0,82.0,63.0,4.0,13.0,231:34,991:14,46.0,48.69,11.9,3.0,0.0,0.0,0.0,67:08,31.0,-4.0,37.0,1718.0,15:43,12:05,00:49,02:49,LW,Sergei Brylin,1455:37,24.0,16.0,40.0,35.0,97.0,82.0,72.0,8.0,15.0,205:45,1114:35,35.0,45.48,16.49,2.0,0.0,0.0,1.0,135:17,42.0,-5.0,40.0,1941.0,17:45,13:35,01:38,02:30,1110:41,10.0,6.0,16.0,20.0,65.0,82.0,58.0,0.0,1.0,40:57,932:16,20.0,45.83,9.23,1.0,0.0,0.0,1.0,137:28,26.0,-5.0,16.0,1521.0,13:32,11:22,01:40,00:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,8459174,D,Dan McGillis,/api/v1/people/8459174,Dan,McGillis,2,1972-07-01,Hawkesbury,ON,CAN,CAN,"6' 3""",220,False,False,N,384:24,6.0,0.0,6.0,36.0,32.0,27.0,43.0,0.0,2.0,63:18,294:05,36.0,0.0,0.0,0.0,0.0,0.0,0.0,27:01,24.0,-5.0,6.0,520.0,14:14,10:53,01:00,02:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8459223,C,Pascal Rheaume,/api/v1/people/8459223,Pascal,Rheaume,22,1973-06-21,Quebec City,QC,CAN,CAN,"6' 1""",210,False,False,N,117:04,0.0,0.0,0.0,4.0,11.0,13.0,8.0,0.0,0.0,03:22,77:21,4.0,42.85,0.0,0.0,0.0,0.0,0.0,36:21,5.0,-7.0,0.0,173.0,09:00,05:57,02:47,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,8459391,L,Darren Langdon,/api/v1/people/8459391,Darren,Langdon,17,1971-01-08,Deer Lake,NL,CAN,CAN,"6' 1""",205,False,False,Y,45:56,1.0,0.0,1.0,22.0,2.0,14.0,5.0,0.0,0.0,00:00,45:55,22.0,0.0,0.0,0.0,0.0,0.0,0.0,00:01,1.0,-3.0,1.0,79.0,03:16,03:16,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
